#Cidade;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias);LOF_2014_ABS;LOF_2014_REL;LOF_2014_REL_NOR;LOF_2014_SUA;LOF_2014_SUA_NOR
CACHOEIRA DO PIRIÁ - PA;30430.0;0.00;273352.34;0.00;2940105.54;0.00;0.00;0.00;2298698.77;0.00;7458652.39;0.00;20351480.38;422182.62;0.00;4337711.11;0.00;271781.47;325245.28;0.00;209376.39;0.00;0.00;0.00;0.00;237871.48;2829143.21;22562.41;0.00;0.00;1.13;1.16;1.13;1.05;1.07
ALVORADA D'OESTE - RO;17228.0;1056063.47;0.00;185912.81;4849850.34;0.00;0.00;0.00;604266.89;695221.24;7459889.97;0.00;10052559.61;0.00;310494.46;1055856.81;0.00;473493.98;69562.61;0.00;553511.06;0.00;0.00;683.17;0.00;370242.08;2955502.25;21700.25;63713.11;1965868.89;1.20;1.20;1.56;1.31;1.37
IBIÚNA - SP;75845.0;4917330.80;0.00;1231437.70;22881356.37;0.00;4651476.10;0.00;1052523.96;0.00;43416380.14;0.00;42828133.68;278370.42;0.00;10236758.82;196894.78;0.00;1682008.53;0.00;783352.87;0.00;0.00;1207091.40;0.00;0.00;0.00;2189335.56;3858096.55;0.00;1.08;1.02;1.35;1.27;1.16
CASTILHO - SP;19620.0;3759782.07;0.00;0.00;8858587.77;0.00;0.00;0.00;3067932.00;1135896.65;23280702.22;0.00;24836687.46;469369.05;0.00;6689727.17;0.00;3137444.75;248707.95;0.00;1282813.63;0.00;20126.96;174729.53;0.00;0.00;1031050.28;728689.90;0.00;0.00;1.04;1.11;1.28;1.10;1.12
PIRAJU - SP;29599.0;1467644.90;324881.76;0.00;7099593.57;0.00;419943.23;0.00;3738676.20;3296506.99;21993805.47;0.00;20950435.15;511308.40;0.00;5657917.06;0.00;0.00;325092.26;0.00;3361718.56;0.00;0.00;2169703.36;0.00;0.00;0.00;1340473.83;676258.35;0.00;1.08;1.06;1.39;1.14;1.14
SAPIRANGA - RS;79152.0;4222603.70;0.00;0.00;16035435.80;0.00;359697.05;0.00;2125295.33;7110742.30;27251533.47;0.00;54413811.09;1567680.57;7080.95;28802582.33;213016.77;107824.22;530541.63;0.00;186436.99;0.00;493919.81;3208461.39;0.00;2379485.18;814071.55;747430.20;3595714.88;7841468.50;1.20;1.32;1.33;1.06;1.07
VIRADOURO - SP;18311.0;1037070.11;0.00;0.00;4736685.97;0.00;0.00;0.00;1667491.90;1838917.04;10661232.27;0.00;14527713.14;794202.06;0.00;2661027.56;0.00;1714650.95;0.00;0.00;25920.92;0.00;2337.18;41978.03;0.00;0.00;294905.19;387658.65;896559.98;0.00;1.04;1.06;1.11;1.07;1.07
CHIAPETTA - RS;4080.0;400467.59;193892.44;0.00;1871142.96;0.00;3000.00;0.00;382973.93;0.00;3392035.08;0.00;3663474.97;32085.30;72688.72;2641390.14;48421.00;5910.29;163612.47;0.00;670279.29;0.00;0.00;125972.78;0.00;133432.25;940626.00;29563.20;502446.82;0.00;1.13;1.12;1.60;1.11;1.20
TUCUNDUVA - RS;6008.0;427891.89;0.00;0.00;4525085.04;0.00;166.00;0.00;349209.39;1575053.82;4390581.56;0.00;2882970.98;58153.18;0.00;213330.19;21020.90;0.00;150.00;0.00;1222076.34;0.00;129263.34;0.00;8966.82;0.00;932762.31;113216.38;78.08;0.00;1.34;1.31;1.55;1.13;1.11
VITÓRIA DA CONQUISTA - BA;340199.0;11342858.47;2236991.06;0.00;35776943.75;56309.98;706179.18;0.00;14735754.88;0.00;189900407.55;75696.16;160679542.18;1066603.53;83959.75;61613706.04;2696462.99;0.00;4091403.87;0.00;5943279.49;0.00;0.00;2487443.20;0.00;0.00;8349965.51;1743326.68;23951790.08;0.00;1.24;1.04;1.13;1.34;1.21
CORUMBATAÍ - SP;4027.0;585283.21;0.00;0.00;1781431.82;0.00;0.00;0.00;782959.04;0.00;5233344.91;0.00;6459274.99;10115.48;0.00;4455724.20;0.00;835341.59;15886.78;0.00;165446.98;0.00;0.00;3995.50;0.00;0.00;0.00;699643.25;541803.70;0.00;1.18;1.34;1.57;1.04;1.05
PIRANGI - SP;11167.0;741466.26;0.00;0.00;3614622.72;0.00;0.00;0.00;1549434.71;0.00;8979016.78;0.00;8211782.93;65688.57;0.00;2123941.63;1112980.05;398960.37;72309.92;0.00;79688.84;0.00;0.00;0.00;0.00;0.00;733746.66;373136.51;461675.89;0.00;1.06;1.02;1.46;1.04;1.03
BOA VISTA DA APARECIDA - PR;7998.0;0.00;0.00;0.00;3454650.15;0.00;0.00;0.00;909255.38;0.00;5427878.52;0.00;5597334.61;6402.00;0.00;3200990.13;0.00;0.00;0.00;0.00;864913.08;0.00;70739.00;147990.64;0.00;0.00;1367930.94;77528.07;1439279.10;0.00;1.16;1.15;1.26;1.12;1.08
ILICÍNEA - MG;12141.0;608099.15;0.00;0.00;5143748.04;0.00;0.00;0.00;650726.22;0.00;7256541.56;0.00;7883938.47;562597.19;0.00;112122.66;0.00;456181.00;13966.25;0.00;95756.07;0.00;0.00;18912.00;18029.47;0.00;434558.04;19139.63;173965.84;0.00;1.13;1.05;1.13;1.06;1.06
GOIANIRA - GO;38607.0;2382498.57;11094.99;0.00;5896492.08;0.00;401224.83;0.00;2816952.83;3697147.56;16694085.05;0.00;26124112.36;1950.00;0.00;8026147.73;242677.52;0.00;552890.17;0.00;63353.58;0.00;0.00;0.00;73058.88;0.00;3452609.25;594146.69;2647768.65;0.00;1.10;1.09;1.13;1.17;1.19
JATAÍ - GO;94890.0;8189654.73;0.00;0.00;21951451.73;0.00;1567587.53;0.00;6349463.92;24181392.12;82906561.91;0.00;69243747.58;1422137.67;0.00;29135989.01;485054.14;522406.45;3014692.80;176741.55;2992378.34;0.00;343568.58;1151012.28;0.00;1796321.07;7242251.05;877847.29;11232364.52;0.00;1.14;1.13;1.29;1.16;1.16
JOSÉ BONIFÁCIO - SP;35197.0;2090238.66;0.00;0.00;10747301.15;0.00;1075988.73;0.00;3382376.57;0.00;20933296.45;0.00;25326124.89;1431354.22;0.00;5539254.08;0.00;7380409.51;0.00;0.00;5285.00;0.00;0.00;132145.39;0.00;0.00;3545028.69;286010.60;846010.10;0.00;1.12;1.15;1.27;1.06;1.12
PENÁPOLIS - SP;61726.0;2556617.34;747355.60;0.00;16384135.90;0.00;246038.70;0.00;3267843.75;1723017.84;49286035.58;0.00;39145067.54;1518130.14;0.00;10526334.33;0.00;0.00;0.00;0.00;1900091.32;0.00;566735.56;0.00;0.00;0.00;628478.27;2035820.06;2981704.74;0.00;1.12;1.04;1.20;1.23;1.22
CATANDUVA - SP;118853.0;8484322.59;0.00;0.00;38773368.68;0.00;0.00;0.00;11028848.68;29806965.38;63379486.36;995161.15;83310546.98;3030353.02;0.00;44990188.09;515039.19;26738677.01;14792218.37;0.00;589992.26;0.00;0.00;2569623.01;8385.41;0.00;0.00;5615676.64;11831530.35;27378088.66;1.22;1.29;1.44;1.23;1.20
JARAGUÁ - GO;46048.0;2342444.24;1552.50;0.00;8257525.14;0.00;926314.03;0.00;2060101.30;9659271.84;16016162.69;0.00;22581228.74;355177.06;0.00;9156417.92;0.00;0.00;214236.63;38703.93;567983.33;0.00;160041.74;0.00;600.00;0.00;1632622.51;528031.98;2231038.75;0.00;1.24;1.10;1.11;1.23;1.19
GUAPOREMA - PR;2290.0;0.00;96421.68;0.00;2065222.55;31286.89;0.00;0.00;177429.61;0.00;3301360.10;0.00;3281332.92;141997.86;0.00;1005226.54;90070.10;0.00;0.00;0.00;271526.58;0.00;432172.16;0.00;0.00;0.00;1090440.31;116003.42;443649.74;0.00;1.06;1.18;2.11;1.24;1.20
SANTA FÉ - PR;11297.0;0.00;226660.88;0.00;3386284.12;45544.17;0.00;0.00;1324956.01;0.00;6767515.60;92296.05;5712693.68;369520.43;0.00;2382929.31;0.00;0.00;136459.59;0.00;280492.83;0.00;223883.34;0.00;0.00;0.00;1171304.68;103014.11;998587.00;0.00;1.11;1.04;1.38;1.18;1.16
SÃO SIMÃO - SP;15041.0;866793.53;0.00;0.00;8613734.53;0.00;0.00;0.00;957380.56;0.00;15275941.49;0.00;15781768.59;630030.38;0.00;6381073.64;7500.00;1479555.14;137644.61;0.00;59110.95;0.00;0.00;39864.07;0.00;0.00;982492.14;852601.35;2202734.22;0.00;1.07;1.09;1.33;1.02;1.04
IRAPUÃ - SP;7721.0;914642.55;0.00;0.00;2864972.78;0.00;0.00;0.00;862671.74;297298.01;5798484.13;0.00;5473500.01;281677.53;0.00;1086662.00;0.00;0.00;399.00;0.00;169001.04;0.00;0.00;0.00;0.00;0.00;1371871.78;268046.92;285649.06;0.00;1.04;1.02;1.09;0.98;0.97
ORINDIÚVA - SP;6370.0;775091.99;0.00;0.00;3396273.62;0.00;0.00;0.00;765515.37;2169981.60;8606354.13;0.00;8784449.88;589045.26;0.00;2660065.87;0.00;0.00;0.00;0.00;297928.37;0.00;0.00;0.00;0.00;0.00;772998.78;402579.26;0.00;0.00;1.05;1.14;1.37;1.04;1.03
PEDRO DE TOLEDO - SP;10880.0;1089527.53;0.00;0.00;3906194.07;0.00;0.00;0.00;1728779.79;0.00;8204469.94;0.00;9828930.45;89351.34;0.00;4026562.03;0.00;0.00;0.00;0.00;291883.06;0.00;0.00;0.00;0.00;0.00;0.00;127127.07;0.00;0.00;1.02;1.02;1.10;1.00;1.01
MONGAGUÁ - SP;51580.0;4627473.26;0.00;0.00;14989937.11;0.00;0.00;0.00;3130593.04;0.00;30924723.18;0.00;67920181.72;821233.80;0.00;13650799.05;167290.57;8606618.42;104905.38;0.00;121396.46;0.00;0.00;4725572.30;0.00;0.00;837934.80;1125129.23;8570479.98;0.00;1.18;1.29;1.76;1.06;1.10
ÁLVARES FLORENCE - SP;3883.0;676095.63;0.00;0.00;2510971.07;0.00;0.00;0.00;1160763.36;0.00;3682758.43;0.00;3929772.41;74979.24;0.00;1723781.24;0.00;0.00;0.00;0.00;329524.07;0.00;48661.62;0.00;0.00;0.00;739455.70;555282.89;275994.38;0.00;1.02;1.05;1.21;1.06;1.07
IRATI - SC;2046.0;416515.54;0.00;0.00;1610248.03;0.00;16312.67;0.00;460356.88;0.00;1878308.94;0.00;1825582.13;21440.00;0.00;1463082.57;0.00;156460.83;0.00;0.00;792992.42;0.00;0.00;0.00;0.00;0.00;1827969.10;541693.51;229321.44;0.00;1.13;1.35;1.46;0.99;1.03
TAQUARITINGA - SP;56398.0;1844594.65;680904.84;0.00;11439957.91;0.00;1280851.00;0.00;4475844.06;12588830.51;42408666.00;0.00;37755678.83;940470.11;0.00;13767948.63;0.00;19931705.11;345000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1189604.68;6568514.84;0.00;1.30;1.28;1.33;1.28;1.28
SOBRADINHO - BA;23511.0;1983799.20;0.00;370107.29;16473333.30;0.00;0.00;0.00;1170980.45;0.00;4550401.54;2549.86;12045673.00;78419.95;0.00;2107895.03;0.00;628827.50;0.00;0.00;622154.93;0.00;0.00;327759.45;0.00;0.00;0.00;122759.00;521271.38;0.00;1.44;1.28;1.62;1.29;1.20
PARIQUERA-AÇU - SP;19316.0;1075494.81;0.00;0.00;5103880.98;0.00;0.00;0.00;2136348.49;0.00;9082463.34;0.00;14210911.57;37460.39;0.00;7549477.55;0.00;0.00;59374.82;0.00;298066.62;0.00;0.00;1895.55;0.00;0.00;223518.89;73164.49;746243.35;0.00;1.16;1.10;1.17;0.99;1.00
CHUPINGUAIA - RO;9887.0;1191420.29;0.00;3480.00;6429635.15;0.00;0.00;0.00;435641.96;0.00;7051429.43;0.00;11163396.78;0.00;0.00;97524.76;0.00;16975.82;0.00;0.00;99897.94;0.00;0.00;0.00;0.00;0.00;1665802.84;12981.84;1235379.78;0.00;1.10;1.18;1.57;1.17;1.15
LIMOEIRO DO AJURU - PA;26961.0;0.00;0.00;0.00;3347987.84;0.00;18000.00;0.00;2089643.26;0.00;8142757.01;0.00;24115692.08;327802.10;0.00;1486072.87;0.00;304256.46;138444.07;0.00;566145.22;0.00;0.00;55960.00;0.00;135105.22;473768.59;187157.89;499126.85;0.00;1.09;1.06;1.02;1.06;1.04
BOM RETIRO DO SUL - RS;12058.0;916638.45;0.00;0.00;2498029.68;0.00;0.00;0.00;564643.50;0.00;4772649.58;0.00;12167230.30;242999.63;0.00;2350469.85;0.00;711955.45;41722.00;0.00;1528773.31;0.00;109085.20;0.00;0.00;265606.54;406252.91;399650.39;995656.02;0.00;1.07;1.18;1.41;1.09;1.10
GENERAL CARNEIRO - PR;14039.0;0.00;0.00;0.00;7709885.53;0.00;172095.48;0.00;1244577.41;0.00;7564504.97;0.00;8112785.11;7340.62;0.00;0.00;285727.85;42341.32;0.00;0.00;927388.50;0.00;99225.44;0.00;0.00;0.00;2886429.39;204170.77;1040958.14;0.00;1.19;1.15;1.29;1.30;1.30
TANGUÁ - RJ;32140.0;2746428.27;0.00;0.00;16426439.49;0.00;95188.43;0.00;1987197.51;0.00;22762238.69;0.00;25566813.82;425969.20;0.00;5359426.19;32722.93;960864.07;1201438.56;0.00;269953.37;0.00;0.00;0.00;0.00;734440.37;0.00;1160360.81;1089880.36;0.00;1.10;1.03;1.20;1.13;1.14
CACONDE - SP;18952.0;873000.00;0.00;0.00;3907118.55;0.00;0.00;0.00;2381489.01;0.00;8709867.25;0.00;14795877.48;307432.04;0.00;7549174.22;0.00;1347140.69;0.00;0.00;2696717.11;0.00;0.00;4649298.55;0.00;0.00;95430.89;447862.92;610824.50;0.00;1.63;1.63;1.59;1.06;1.04
JACI - SP;6361.0;650562.37;0.00;0.00;2934343.58;0.00;657055.09;0.00;885966.32;817956.57;5097152.68;0.00;4589625.22;3400.00;0.00;2640861.16;58421.20;381851.13;0.00;0.00;223413.71;0.00;0.00;0.00;0.00;0.00;320569.67;392595.90;277493.20;0.00;1.07;1.06;1.23;1.06;1.07
MÂNCIO LIMA - AC;16795.0;0.00;0.00;65516.90;6919160.07;0.00;0.00;0.00;956185.92;0.00;5820892.51;0.00;14280214.88;94988.00;11852.60;473799.22;0.00;0.00;13747.90;0.00;103840.30;0.00;0.00;0.00;0.00;13230.00;730902.41;455076.03;626218.01;0.00;1.10;1.05;1.07;1.13;1.18
SANTA CRUZ DA CONCEIÇÃO - SP;4292.0;369882.22;0.00;0.00;3398073.01;0.00;691621.22;0.00;447589.01;0.00;3641741.91;0.00;4847533.78;0.00;0.00;2686318.56;0.00;1059150.34;0.00;0.00;249321.86;0.00;0.00;230332.88;0.00;0.00;1753479.88;120239.78;0.00;0.00;1.31;1.30;1.57;1.18;1.18
GARUVA - SC;16435.0;1532000.00;256603.28;0.00;4748113.01;0.00;279053.27;0.00;2357113.92;3500.00;11198536.81;0.00;17066550.61;711912.99;0.00;4035771.87;12624.64;56783.00;1701047.87;0.00;2366880.42;0.00;270173.12;509228.61;0.00;0.00;285000.00;490298.65;629469.00;0.00;1.06;1.11;1.26;1.06;1.06
PINHAIS - PR;125808.0;0.00;54148.93;0.00;67828089.97;0.00;72721.02;0.00;3671664.71;0.00;52963431.33;0.00;67783837.28;959347.86;0.00;21209063.25;4267.67;2776881.41;10983272.28;0.00;548681.20;0.00;0.00;492365.89;0.00;0.00;0.00;603558.48;6406681.47;10674698.80;1.30;1.17;1.27;1.22;1.25
CONCEIÇÃO DO ALMEIDA - BA;18583.0;1177663.51;0.00;0.00;17299300.35;0.00;0.00;0.00;384726.76;0.00;2201659.55;0.00;4698261.52;649075.75;0.00;520343.65;0.00;162278.94;35837.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;142177.07;0.00;0.00;2.07;1.90;1.68;1.14;1.14
DOM FELICIANO - RS;15103.0;1283638.86;0.00;0.00;7153169.29;0.00;0.00;0.00;1392939.09;0.00;6487767.86;0.00;13217196.79;170644.18;0.00;63377.04;0.00;24794.69;445716.04;0.00;2739931.35;0.00;0.00;0.00;0.00;182307.40;0.00;202311.18;1186176.04;0.00;1.19;1.19;1.51;1.09;1.11
ITABERABA - BA;66065.0;3106087.78;706414.31;0.00;14128862.59;0.00;0.00;0.00;1916332.37;8309091.82;28272456.02;0.00;37249046.81;1038054.50;0.00;10769590.41;778150.62;230621.57;0.00;0.00;2341972.55;0.00;0.00;449.79;0.00;193668.63;32063.69;1311810.01;2334676.68;0.00;1.05;1.02;1.04;1.13;1.16
FLORES DA CUNHA - RS;28974.0;1295512.26;0.00;0.00;7461092.54;0.00;710010.49;0.00;987104.01;3845010.53;15566258.18;0.00;18564895.66;1834175.81;0.00;4335538.00;661166.39;278062.07;513224.63;0.00;2485659.81;0.00;452945.32;1327580.51;45512.00;0.00;9559379.08;1937372.75;255145.60;4795118.44;1.51;1.17;1.47;1.03;1.05
ROCA SALES - RS;10909.0;819758.69;0.00;0.00;3324444.98;0.00;52786.80;0.00;619612.04;1300890.75;5576691.00;0.00;5698717.59;269725.65;0.00;1342088.65;2374.69;138448.89;0.00;0.00;2263580.11;0.00;0.00;0.00;0.00;96403.64;2159484.53;192874.93;331251.66;1616719.77;1.25;1.18;1.18;1.04;1.06
ARAÇOIABA DA SERRA - SP;30713.0;638807.28;0.00;0.00;11782137.43;0.00;0.00;0.00;2562418.61;0.00;16254270.34;0.00;34489374.40;1367610.39;0.00;1994653.61;0.00;1789248.05;44585.03;0.00;649890.18;0.00;0.00;57611.03;0.00;0.00;1131649.29;990450.53;51341.04;0.00;1.03;1.06;1.13;1.01;1.04
SERRA NEGRA - SP;28103.0;1934909.34;0.00;0.00;9381205.58;0.00;0.00;0.00;3322831.63;2668544.46;17594777.32;0.00;19873083.76;287446.10;0.00;10333731.43;0.00;0.00;0.00;0.00;531365.75;0.00;0.00;2252904.51;0.00;0.00;1729576.60;904085.23;5626822.49;0.00;1.12;1.15;1.40;1.09;1.11
SÃO JOÃO - PR;10743.0;721872.63;0.00;0.00;3178343.29;0.00;0.00;0.00;1311351.69;0.00;6456751.77;0.00;7011443.98;764497.08;0.00;4431585.23;34087.02;1091792.90;61614.05;0.00;417186.08;0.00;46085.06;0.00;0.00;0.00;3557436.79;199377.11;1617354.58;0.00;1.31;1.20;1.29;1.07;1.04
IBIRAPUITÃ - RS;4166.0;665953.29;0.00;0.00;2431451.29;0.00;15000.00;0.00;613481.12;906939.46;3375430.85;4200.00;4700881.72;72998.69;0.00;427974.73;19078.22;380816.43;84.95;0.00;651057.11;0.00;0.00;0.00;0.00;0.00;1902917.30;62505.02;131646.72;695135.38;1.11;1.11;1.27;1.03;1.06
PALMEIRÂNDIA - MA;19213.0;0.00;692768.78;0.00;3311061.75;0.00;0.00;0.00;1497300.87;0.00;9807940.64;0.00;15630022.98;294092.00;0.00;1529287.21;155231.32;566310.72;0.00;0.00;449015.41;0.00;0.00;0.00;0.00;39090.45;1849509.27;204417.73;135261.96;0.00;1.03;1.08;1.26;1.12;1.11
MANDURI - SP;9529.0;684792.74;0.00;0.00;2225381.93;0.00;0.00;0.00;1063459.85;0.00;5498163.20;0.00;6590345.36;8433.51;0.00;5421530.06;0.00;1293925.20;0.00;0.00;99508.46;0.00;0.00;493251.22;0.00;0.00;977208.75;603887.67;742873.16;0.00;1.20;1.17;1.27;1.05;1.03
SANTA CLARA DO SUL - RS;6127.0;463911.39;0.00;0.00;3186156.64;0.00;4000.00;0.00;890193.98;0.00;3274890.38;177701.43;4565038.54;143366.41;0.00;0.00;0.00;243166.11;77129.77;0.00;1886599.12;0.00;1839.45;72603.38;0.00;283763.04;1918787.05;220695.96;1296.20;0.00;1.21;1.27;1.39;1.26;1.18
CRUZEIRO DO IGUAÇU - PR;4380.0;0.00;0.00;0.00;3165758.44;0.00;0.00;0.00;865134.04;0.00;3573279.40;0.00;3827272.87;35823.92;0.00;1452564.77;105222.49;0.00;72017.27;0.00;774399.57;0.00;133209.87;109248.28;0.00;0.00;1667344.06;79472.98;411388.33;0.00;1.09;1.08;1.21;1.08;1.06
MAIRIPORÃ - SP;90627.0;6772263.86;0.00;1475918.61;22186391.06;0.00;708649.17;0.00;5655222.93;10834181.09;49909252.55;321360.77;60617590.13;3025909.99;0.00;25945784.20;0.00;0.00;230762.02;0.00;0.00;0.00;0.00;1962623.54;0.00;0.00;0.00;1283878.43;5633250.02;0.00;1.10;1.06;1.32;1.26;1.19
CLEVELÂNDIA - PR;17436.0;0.00;0.00;0.00;4615713.62;0.00;0.00;0.00;1164179.33;0.00;9105517.42;0.00;10026999.67;78041.84;0.00;0.00;0.00;0.00;424128.23;0.00;924242.22;0.00;320164.00;0.00;0.00;0.00;7453929.49;229761.41;1624581.74;0.00;1.41;1.13;1.28;1.21;1.27
POUSO NOVO - RS;1862.0;307499.82;0.00;0.00;1611957.45;0.00;0.00;0.00;222006.92;0.00;2037740.23;0.00;2175571.10;78201.35;0.00;0.00;0.00;0.00;164390.28;0.00;1546850.10;0.00;0.00;0.00;0.00;0.00;1823405.62;16395.00;0.00;0.00;1.04;1.15;1.37;1.16;1.21
CERES - GO;21782.0;1413533.23;206814.82;0.00;7226405.60;0.00;0.00;0.00;2117125.55;2681350.42;32503805.18;0.00;11006721.69;0.00;0.00;0.00;5865581.12;0.00;581669.88;0.00;0.00;0.00;0.00;20977.49;0.00;0.00;328760.86;0.00;0.00;1131627.64;1.81;1.76;1.76;1.52;1.39
ITIRUÇU - BA;13336.0;825429.72;0.00;0.00;3880810.23;0.00;133306.55;0.00;350030.79;0.00;6267838.61;0.00;7845793.44;184950.00;0.00;1751026.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;192745.14;0.00;0.00;9226.30;181930.85;249157.99;0.00;1.00;1.00;1.01;1.19;1.11
XANGRI-LÁ - RS;13951.0;2663780.73;0.00;0.00;17254466.64;0.00;65101.25;0.00;1901123.22;0.00;17294131.45;0.00;26205678.49;4135.00;0.00;5205071.84;0.00;0.00;79153.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4434.00;1080361.54;1766552.92;1727461.75;1.15;1.23;1.38;1.32;1.18
ORLÂNDIA - SP;42354.0;1028203.46;0.00;0.00;10768238.51;0.00;1438034.11;0.00;4323936.58;4999528.63;25282380.26;0.00;42731321.11;817474.75;0.00;12819070.03;0.00;7427671.86;145602.27;0.00;47971.67;0.00;125612.67;53608.47;0.00;0.00;0.00;1260963.61;1653919.78;4072802.13;1.07;1.24;1.36;1.06;1.07
CHUVISCA - RS;5233.0;577713.94;0.00;0.00;2276024.62;0.00;0.00;0.00;688240.75;0.00;3164092.62;0.00;4707972.89;223505.84;0.00;207459.48;0.00;0.00;12858.30;0.00;787091.52;0.00;0.00;0.00;0.00;0.00;346637.84;66746.20;401800.08;0.00;1.02;1.13;1.26;0.97;0.97
SANTA BRANCA - SP;14465.0;1160178.83;0.00;0.00;4621621.77;0.00;0.00;0.00;1967318.23;0.00;7299652.81;0.00;14333644.81;444771.07;0.00;3663886.62;359621.13;1550973.97;26251.76;0.00;77350.00;0.00;0.00;0.00;0.00;0.00;456462.50;333272.07;0.00;0.00;1.00;1.07;1.22;1.06;1.06
IMBÉ - RS;19676.0;2769541.44;0.00;0.00;8904152.59;0.00;1106966.57;0.00;640996.73;0.00;15192383.34;145777.01;28591010.58;17220.00;247292.71;11948220.19;0.00;72865.25;317307.21;0.00;0.00;0.00;0.00;1222470.80;0.00;444536.77;2308581.62;96300.94;3054039.42;0.00;1.13;1.25;1.72;1.34;1.31
NOVA SANTA HELENA - MT;3550.0;649819.37;0.00;0.00;2151714.18;0.00;0.00;0.00;748483.31;334080.27;2614305.17;117379.96;3065051.54;209335.40;0.00;366023.83;79820.46;358573.40;0.00;0.00;416325.25;0.00;147257.42;0.00;0.00;0.00;1569957.33;346785.38;0.00;0.00;1.02;1.09;1.45;1.27;1.22
LINDÓIA - SP;7377.0;0.00;139742.32;0.00;2131905.26;0.00;63629.32;0.00;473729.80;0.00;7734139.46;59850.67;9163981.74;102391.04;0.00;6188613.59;0.00;802545.86;38.00;0.00;105598.81;0.00;0.00;1347963.77;1859.91;0.00;73579.86;386953.38;513321.26;0.00;1.27;1.37;1.66;1.20;1.19
TUPÃ - SP;65596.0;4492601.45;0.00;0.00;19128417.72;0.00;0.00;0.00;7470682.57;920970.36;36338317.78;8246.22;28917316.50;1308135.17;0.00;14091014.43;0.00;0.00;7830573.52;0.00;1122765.10;0.00;1454793.80;3188134.76;0.00;0.00;3400.00;2691780.61;1123573.61;0.00;1.19;1.16;1.24;1.17;1.19
MAIRIPOTABA - GO;2433.0;599670.46;0.00;0.00;2184922.93;0.00;0.00;0.00;1225996.87;0.00;2390955.54;0.00;1629283.45;166728.49;0.00;596337.46;549880.03;0.00;15793.33;0.00;134007.79;0.00;0.00;0.00;0.00;0.00;1343621.14;0.00;0.00;0.00;1.14;1.40;1.77;1.13;1.17
CRUZ ALTA - RS;63946.0;0.00;0.00;0.00;18332925.73;0.00;6046875.77;0.00;6946318.77;0.00;32150430.78;0.00;30411713.36;2543816.39;523928.33;9987791.06;584501.75;501450.81;226900.81;0.00;752267.97;0.00;10335.66;7960.00;0.00;0.00;0.00;990432.68;9000583.06;4000.00;1.15;1.23;1.35;1.27;1.18
GUAPÓ - GO;14419.0;1270208.28;6183.47;0.00;5622902.51;0.00;322027.20;0.00;507821.71;6268441.25;6377747.40;7115.29;2929409.92;0.00;0.00;1295122.52;0.00;0.00;190265.49;0.00;114425.70;0.00;0.00;83276.26;0.00;0.00;1498892.29;323582.34;0.00;0.00;2.47;1.92;1.68;1.08;1.13
CAPITÃO - RS;2749.0;355087.12;0.00;0.00;2242915.99;0.00;0.00;0.00;661614.27;285258.11;2590745.26;0.00;3444474.23;229378.13;0.00;976907.64;0.00;0.00;33053.00;0.00;1429081.52;0.00;17463.50;0.00;52638.28;230594.56;1117978.42;72947.00;269255.04;0.00;1.07;1.14;1.54;1.13;1.08
QUEDAS DO IGUAÇU - PR;32693.0;0.00;324478.69;0.00;5374012.28;0.00;0.00;0.00;2111865.83;0.00;13216203.60;67193.25;19713383.22;483007.13;0.00;9097286.56;0.00;0.00;221640.18;0.00;928535.02;0.00;512133.94;313663.99;0.00;0.00;5523945.62;776516.57;2368662.82;0.00;1.22;1.21;1.27;1.16;1.18
FERNÃO - SP;1658.0;552337.49;0.00;0.00;1514362.01;0.00;0.00;0.00;876146.96;431713.36;2575998.59;0.00;3706212.28;0.00;0.00;1690035.70;0.00;0.00;68662.19;0.00;421806.72;0.00;0.00;0.00;0.00;0.00;567400.44;38112.50;0.00;583053.13;1.07;1.39;1.63;1.12;1.10
PIRAPOZINHO - SP;26374.0;1680697.26;0.00;0.00;5826931.88;0.00;269817.44;0.00;2678700.18;0.00;13111470.92;0.00;17992811.10;0.00;0.00;8577029.56;0.00;126854.49;7392.00;0.00;589865.54;0.00;0.00;0.00;0.00;0.00;0.00;877476.49;1657110.81;0.00;1.06;1.06;1.14;1.23;1.24
FARROUPILHA - RS;68030.0;1902791.97;0.00;0.00;32710658.45;0.00;782978.21;6050.79;4261052.93;2123633.95;44646002.28;1192687.69;53047985.19;486810.48;149.00;7384160.74;1266304.32;765782.37;5889400.73;0.00;2357537.38;0.00;98336.20;388652.20;0.00;0.00;8623620.31;846506.36;2360244.51;12419577.60;1.21;1.21;1.34;1.07;3.64
